event_id,source_video,frame_range,peak_frame,split_topology,track_id,parent_id,confidence,tracker_confidence,classification_source,centroid_x,centroid_y,claude_notes,bleach_risk,acd_division_type,misaligned_chromosomes,lagging_chromosome,anaphase_bridge,micronucleus
92,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,106-116,116,normal_split,638,598,0.0,0.1000,claude,833.8342644320298,1564.842333954066,"The central cell cluster shows slight morphological changes across frames, appearing to shift and reorient rather than undergo true cytokinesis. The structure remains connected throughout all frames with no clear separation into two distinct, persistent daughter cells. This appears to be shape-change flickering or z-plane drift causing temporary appearance of multiple lobes within a single cell rather than a genuine division event.",0.202,,,,,
93,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,106-116,116,normal_split,639,598,0.0,0.1000,claude,833.8342644320298,1564.842333954066,"The central cell cluster shows slight morphological changes across frames, appearing to shift and reorient rather than undergo true cytokinesis. The structure remains connected throughout all frames with no clear separation into two distinct, persistent daughter cells. This appears to be shape-change flickering or z-plane drift causing temporary appearance of multiple lobes within a single cell rather than a genuine division event.",0.202,,,,,
94,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,112-122,122,normal_split,647,458,0.0,0.1000,claude,1036.3352979698757,909.8677144728225,"The cell in the center of the field shows consistent morphology across all frames with no evidence of rounding, elongation, or persistent daughter cell formation. The apparent two-lobed appearance in some frames is consistent with shape-change flickering or z-plane focus drift rather than cytokinesis, as the structure remains as a single connected entity without clear separation into distinct daughter cells.",0.212,,,,,
95,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,112-122,122,normal_split,648,458,0.0,0.1000,claude,1036.3352979698757,909.8677144728225,"The cell in the center of the field shows consistent morphology across all frames with no evidence of rounding, elongation, or persistent daughter cell formation. The apparent two-lobed appearance in some frames is consistent with shape-change flickering or z-plane focus drift rather than cytokinesis, as the structure remains as a single connected entity without clear separation into distinct daughter cells.",0.212,,,,,
96,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,113-123,123,normal_split,649,637,0.0,0.2000,claude,840.9931600547195,1566.7790697674418,"The central cell cluster shows minimal morphological change across all frames, appearing as an amorphous, multi-lobed structure that remains relatively static. There is no clear evidence of cell rounding, elongation along a cleavage plane, or separation into two distinct daughter cells with persistent individual boundaries. The appearance is consistent with z-plane focus drift or shape-change flickering rather than a genuine mitotic division.",0.214,,,,,
97,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,113-123,123,normal_split,650,637,0.0,0.2000,claude,840.9931600547195,1566.7790697674418,"The central cell cluster shows minimal morphological change across all frames, appearing as an amorphous, multi-lobed structure that remains relatively static. There is no clear evidence of cell rounding, elongation along a cleavage plane, or separation into two distinct daughter cells with persistent individual boundaries. The appearance is consistent with z-plane focus drift or shape-change flickering rather than a genuine mitotic division.",0.214,,,,,
98,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,117-127,127,normal_split,659,631,0.0,0.1000,claude,1477.0625711035268,290.8390216154721,"The cell in the center remains consistently elongated and slightly irregular throughout all frames without clear rounding, cleavage plane formation, or separation into two distinct daughter cells. The appearance remains essentially unchanged across the sequence, suggesting this is shape-change flickering or a tracking artifact rather than a genuine cell division event.",0.221,,,,,
99,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,117-127,127,normal_split,660,631,0.0,0.1000,claude,1477.0625711035268,290.8390216154721,"The cell in the center remains consistently elongated and slightly irregular throughout all frames without clear rounding, cleavage plane formation, or separation into two distinct daughter cells. The appearance remains essentially unchanged across the sequence, suggesting this is shape-change flickering or a tracking artifact rather than a genuine cell division event.",0.221,,,,,
100,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,120-130,130,normal_split,663,298,0.0,0.1000,claude,324.6697452229299,166.55414012738854,"The central cell shows persistent morphological flickering and fragmentation around its edges across all frames, with small debris-like particles appearing and disappearing around the main mass. No clear cytokinesis event, daughter cell formation, or sustained separation into two distinct daughter cells is observed. This pattern is consistent with z-plane focus drift or shape-change artifact rather than a real division.",0.226,,,,,
101,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,120-130,130,normal_split,664,298,0.0,0.1000,claude,324.6697452229299,166.55414012738854,"The central cell shows persistent morphological flickering and fragmentation around its edges across all frames, with small debris-like particles appearing and disappearing around the main mass. No clear cytokinesis event, daughter cell formation, or sustained separation into two distinct daughter cells is observed. This pattern is consistent with z-plane focus drift or shape-change artifact rather than a real division.",0.226,,,,,
102,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,121-131,131,normal_split,666,617,0.0,0.1000,claude,1476.8233333333333,1353.6822222222222,"No discernible change in cell morphology or number across the five frames. All cells maintain their rounded, interphase morphology with no evidence of mitotic rounding, elongation, cleavage furrow formation, or daughter cell separation. This appears to be a tracking artifact or ID swap rather than a genuine cell division event.",0.228,,,,,
103,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,121-131,131,normal_split,667,617,0.0,0.1000,claude,1476.8233333333333,1353.6822222222222,"No discernible change in cell morphology or number across the five frames. All cells maintain their rounded, interphase morphology with no evidence of mitotic rounding, elongation, cleavage furrow formation, or daughter cell separation. This appears to be a tracking artifact or ID swap rather than a genuine cell division event.",0.228,,,,,
104,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,122-132,132,normal_split,668,658,0.0,0.1000,claude,842.5219743069641,1559.8634212305612,"The central cell exhibits a consistent multi-lobed or clustered morphology across all frames with no clear progression toward separation into two distinct daughter cells. The shape remains relatively static and appears to be a single cell with an irregular, branched appearance rather than undergoing cytokinesis or cell rounding followed by elongation and separation.",0.230,,,,,
105,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,122-132,132,normal_split,669,658,0.0,0.1000,claude,842.5219743069641,1559.8634212305612,"The central cell exhibits a consistent multi-lobed or clustered morphology across all frames with no clear progression toward separation into two distinct daughter cells. The shape remains relatively static and appears to be a single cell with an irregular, branched appearance rather than undergoing cytokinesis or cell rounding followed by elongation and separation.",0.230,,,,,
106,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,132-142,142,normal_split,686,657,0.0,0.1000,claude,761.4875919117648,1305.515625,"The central cell shows no significant morphological changes across the sequence—it remains roughly round and uniform in appearance throughout all frames, with no evidence of rounding, elongation, or cleavage plane formation. The apparent 'split' appears to be a tracking artifact or stationary cell morphology variation, not a genuine cytokinesis event.",0.247,,,,,
107,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,132-142,142,normal_split,687,657,0.0,0.1000,claude,761.4875919117648,1305.515625,"The central cell shows no significant morphological changes across the sequence—it remains roughly round and uniform in appearance throughout all frames, with no evidence of rounding, elongation, or cleavage plane formation. The apparent 'split' appears to be a tracking artifact or stationary cell morphology variation, not a genuine cytokinesis event.",0.247,,,,,
108,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,133-143,143,normal_split,693,628,0.0,0.1000,claude,972.3727272727273,490.45104895104896,"No observable division event occurs across the five frames. All cells maintain consistent morphology and position throughout the sequence, with no evidence of rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. The appearance is consistent with static or slowly drifting cells without mitotic activity.",0.249,,,,,
109,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,133-143,143,normal_split,694,628,0.0,0.1000,claude,972.3727272727273,490.45104895104896,"No observable division event occurs across the five frames. All cells maintain consistent morphology and position throughout the sequence, with no evidence of rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. The appearance is consistent with static or slowly drifting cells without mitotic activity.",0.249,,,,,
110,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,135-145,145,normal_split,696,525,0.0,0.1000,claude,802.0893141945774,1562.6363636363637,"The central cell exhibits persistent morphological features across all frames with no clear separation into two distinct daughter cells. The irregular, bumpy appearance remains consistent throughout the sequence, suggesting shape-change flickering or z-plane focus drift rather than a genuine cell division event.",0.252,,,,,
111,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,135-145,145,normal_split,697,525,0.0,0.1000,claude,802.0893141945774,1562.6363636363637,"The central cell exhibits persistent morphological features across all frames with no clear separation into two distinct daughter cells. The irregular, bumpy appearance remains consistent throughout the sequence, suggesting shape-change flickering or z-plane focus drift rather than a genuine cell division event.",0.252,,,,,
112,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,137-147,147,normal_split,707,555,0.0,0.1000,claude,568.3140613847252,1809.690221270521,"The frames show no clear evidence of a cell division event. The cell in the center region remains relatively stable in position and morphology throughout the sequence, with only minor intensity fluctuations consistent with focus drift or imaging noise rather than active cytokinesis. No rounding, elongation, cleavage furrow formation, or separation into two distinct persistent daughter cells is observed.",0.256,,,,,
113,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,137-147,147,normal_split,708,555,0.0,0.1000,claude,568.3140613847252,1809.690221270521,"The frames show no clear evidence of a cell division event. The cell in the center region remains relatively stable in position and morphology throughout the sequence, with only minor intensity fluctuations consistent with focus drift or imaging noise rather than active cytokinesis. No rounding, elongation, cleavage furrow formation, or separation into two distinct persistent daughter cells is observed.",0.256,,,,,
114,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,138-148,148,normal_split,710,685,0.0,0.7000,claude,824.974126778784,1542.48382923674,"The central cell cluster shows no clear morphological progression consistent with mitosis. The cell in the center maintains a similar irregular, multi-lobed shape across all frames without evidence of rounding, elongation along a cleavage plane, or separation into two distinct daughter cells. This appears to be shape-change flickering or a z-plane focus artifact rather than a genuine cell division event.",0.257,,,,,
115,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,138-148,148,normal_split,711,685,0.0,0.7000,claude,824.974126778784,1542.48382923674,"The central cell cluster shows no clear morphological progression consistent with mitosis. The cell in the center maintains a similar irregular, multi-lobed shape across all frames without evidence of rounding, elongation along a cleavage plane, or separation into two distinct daughter cells. This appears to be shape-change flickering or a z-plane focus artifact rather than a genuine cell division event.",0.257,,,,,
116,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,141-151,151,normal_split,717,709,0.0,0.4000,claude,420.70265324794144,1302.1372369624885,"The candidate object shows progressive fragmentation and degradation rather than a clean cytokinetic division. The structure appears as dispersed, dim fragments that persist across frames without clear rounding, elongation, or formation of two distinct, viable daughter cells with persistent morphology characteristic of real mitosis.",0.263,,,,,
117,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,141-151,151,normal_split,718,709,0.0,0.4000,claude,420.70265324794144,1302.1372369624885,"The candidate object shows progressive fragmentation and degradation rather than a clean cytokinetic division. The structure appears as dispersed, dim fragments that persist across frames without clear rounding, elongation, or formation of two distinct, viable daughter cells with persistent morphology characteristic of real mitosis.",0.263,,,,,
118,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,143-153,153,normal_split,721,665,0.0,1.0000,claude,1481.2934963868815,263.6242356864925,"The two cells in the upper-left region remain visually distinct and essentially unchanged across all five frames, with no evidence of rounding, elongation, or cleavage plane formation. This appears to be a tracking ID swap or reassignment rather than an actual cell division event.",0.266,,,,,
119,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,143-153,153,normal_split,722,665,0.0,1.0000,claude,1481.2934963868815,263.6242356864925,"The two cells in the upper-left region remain visually distinct and essentially unchanged across all five frames, with no evidence of rounding, elongation, or cleavage plane formation. This appears to be a tracking ID swap or reassignment rather than an actual cell division event.",0.266,,,,,
120,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,147-157,157,normal_split,735,620,0.0,0.4000,claude,635.8650485436893,858.2757281553398,"No observable cell division event occurs in this sequence. All cells maintain stable morphologies and positions across all frames, with no evidence of rounding, elongation, cleavage plane formation, or separation into daughter cells. This appears to be a static field showing no dynamic changes consistent with mitosis.",0.273,,,,,
121,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,147-157,157,normal_split,736,620,0.0,0.4000,claude,635.8650485436893,858.2757281553398,"No observable cell division event occurs in this sequence. All cells maintain stable morphologies and positions across all frames, with no evidence of rounding, elongation, cleavage plane formation, or separation into daughter cells. This appears to be a static field showing no dynamic changes consistent with mitosis.",0.273,,,,,
122,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,154-164,164,normal_split,758,748,0.0,0.2000,claude,969.5207100591716,470.80695266272187,"The cell in the center-left region shows morphological changes across the sequence, but no clear persistent daughter cells emerge. The appearance of a slightly elongated or two-lobed shape in frames 3-4 is consistent with z-plane focus drift or shape-change flickering rather than a genuine cytokinetic division, as there is no subsequent separation into two distinct, individually persisting daughter cells.",0.285,,,,,
123,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,154-164,164,normal_split,759,748,0.0,0.2000,claude,969.5207100591716,470.80695266272187,"The cell in the center-left region shows morphological changes across the sequence, but no clear persistent daughter cells emerge. The appearance of a slightly elongated or two-lobed shape in frames 3-4 is consistent with z-plane focus drift or shape-change flickering rather than a genuine cytokinetic division, as there is no subsequent separation into two distinct, individually persisting daughter cells.",0.285,,,,,
124,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,156-166,166,normal_split,765,757,0.0,0.2000,claude,1491.5432300163131,282.22022838499186,"The cell in the center-right area shows minimal morphological change across all frames—it remains roughly oval-shaped without evidence of rounding, elongation, or cleavage furrow formation. The appearance is consistent with shape-change flickering or a tracking artifact rather than a genuine mitotic division event.",0.289,,,,,
125,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,156-166,166,normal_split,766,757,0.0,0.2000,claude,1491.5432300163131,282.22022838499186,"The cell in the center-right area shows minimal morphological change across all frames—it remains roughly oval-shaped without evidence of rounding, elongation, or cleavage furrow formation. The appearance is consistent with shape-change flickering or a tracking artifact rather than a genuine mitotic division event.",0.289,,,,,
126,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,158-168,168,normal_split,770,713,0.0,0.3000,claude,1393.0546052631578,1130.8638157894736,"The central cell cluster shows progressive blurring and fragmentation consistent with z-plane focus drift rather than a true cytokinetic division. No clear rounding, elongation along a cleavage plane, or persistent separation of two distinct daughter cells is observed; instead, the appearance changes gradually due to optical effects.",0.292,,,,,
127,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,158-168,168,normal_split,771,713,0.0,0.3000,claude,1393.0546052631578,1130.8638157894736,"The central cell cluster shows progressive blurring and fragmentation consistent with z-plane focus drift rather than a true cytokinetic division. No clear rounding, elongation along a cleavage plane, or persistent separation of two distinct daughter cells is observed; instead, the appearance changes gradually due to optical effects.",0.292,,,,,
128,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,158-168,168,normal_split,768,767,0.0,0.1000,claude,1790.595926412615,171.80880420499344,"The central object shows only sparse, fragmented debris-like signals across all frames with no clear cell morphology, rounding, elongation, or formation of two distinct daughter cells. This appears to be z-plane focus drift, image noise, or cellular debris rather than a genuine division event.",0.292,,,,,
129,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,158-168,168,normal_split,769,767,0.0,0.1000,claude,1790.595926412615,171.80880420499344,"The central object shows only sparse, fragmented debris-like signals across all frames with no clear cell morphology, rounding, elongation, or formation of two distinct daughter cells. This appears to be z-plane focus drift, image noise, or cellular debris rather than a genuine division event.",0.292,,,,,
130,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,159-169,169,normal_split,773,760,0.0,0.1000,claude,816.1626069782752,1562.331797235023,"The central cell maintains a consistent morphology throughout all frames with no visible rounding, elongation, or separation into distinct daughter cells. The grainy, multi-lobed appearance is consistent with z-plane focus drift or image noise rather than an actual cytokinetic event.",0.294,,,,,
131,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,159-169,169,normal_split,774,760,0.0,0.1000,claude,816.1626069782752,1562.331797235023,"The central cell maintains a consistent morphology throughout all frames with no visible rounding, elongation, or separation into distinct daughter cells. The grainy, multi-lobed appearance is consistent with z-plane focus drift or image noise rather than an actual cytokinetic event.",0.294,,,,,
132,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,161-171,171,normal_split,776,663,0.0,0.1000,claude,340.8388340158998,144.43025776921223,"The central cell exhibits morphological changes consistent with shape-change flickering rather than true cytokinesis. Across all five frames, the cell maintains an overall rounded-to-slightly-elongated morphology with irregular membrane protrusions and debris-like particles, but never clearly resolves into two distinct, separate daughter cells with independent persistence. The appearance remains a single, somewhat amorphous object throughout the sequence.",0.297,,,,,
133,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,161-171,171,normal_split,777,663,0.0,0.1000,claude,340.8388340158998,144.43025776921223,"The central cell exhibits morphological changes consistent with shape-change flickering rather than true cytokinesis. Across all five frames, the cell maintains an overall rounded-to-slightly-elongated morphology with irregular membrane protrusions and debris-like particles, but never clearly resolves into two distinct, separate daughter cells with independent persistence. The appearance remains a single, somewhat amorphous object throughout the sequence.",0.297,,,,,
134,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,166-176,176,normal_split,796,161,0.0,0.1000,claude,1431.5804347826088,871.1123188405797,"The two cells in the center remain visually identical across all frames with no morphological progression typical of mitosis. This appears to be a shape-change flickering artifact or persistent touching of two separate cells rather than a genuine division event, as there is no rounding, elongation, cleavage plane formation, or temporal separation of daughter cells.",0.306,,,,,
135,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,166-176,176,normal_split,797,161,0.0,0.1000,claude,1431.5804347826088,871.1123188405797,"The two cells in the center remain visually identical across all frames with no morphological progression typical of mitosis. This appears to be a shape-change flickering artifact or persistent touching of two separate cells rather than a genuine division event, as there is no rounding, elongation, cleavage plane formation, or temporal separation of daughter cells.",0.306,,,,,
136,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,167-177,177,normal_split,799,772,0.0,0.3000,claude,2021.0406189555126,1790.2069632495165,"The candidate region on the right side of the image shows small cellular fragments or debris that appear and persist across frames, but these are not characteristic of a genuine cell division. There is no evidence of a single cell rounding up, elongating along a cleavage plane, or producing two distinct daughter cells with sustained growth. The appearance is consistent with z-plane focus drift or tracking artifacts rather than genuine mitosis.",0.308,,,,,
137,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,167-177,177,normal_split,800,772,0.0,0.3000,claude,2021.0406189555126,1790.2069632495165,"The candidate region on the right side of the image shows small cellular fragments or debris that appear and persist across frames, but these are not characteristic of a genuine cell division. There is no evidence of a single cell rounding up, elongating along a cleavage plane, or producing two distinct daughter cells with sustained growth. The appearance is consistent with z-plane focus drift or tracking artifacts rather than genuine mitosis.",0.308,,,,,
138,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,175-185,185,normal_split,818,3,0.0,0.1000,claude,861.1735772357723,159.47682926829268,"The cell in the center region appears slightly elongated across the frames but shows no clear rounding, distinct cleavage furrow formation, or separation into two persistent daughter cells. The morphology remains largely constant with minimal shape change, consistent with normal cell shape variation or z-plane focus drift rather than a genuine mitotic division.",0.322,,,,,
139,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,175-185,185,normal_split,819,3,0.0,0.1000,claude,861.1735772357723,159.47682926829268,"The cell in the center region appears slightly elongated across the frames but shows no clear rounding, distinct cleavage furrow formation, or separation into two persistent daughter cells. The morphology remains largely constant with minimal shape change, consistent with normal cell shape variation or z-plane focus drift rather than a genuine mitotic division.",0.322,,,,,
140,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,175-185,185,normal_split,820,785,0.2,,rule,980.5318352059925,442.85393258426967,,0.322,,,,,
141,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,175-185,185,normal_split,821,785,0.2,0.2000,claude,980.5318352059925,442.85393258426967,,0.322,,,,,
142,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,182-192,192,normal_split,838,827,0.0,0.4000,claude,813.3878787878788,1551.3444444444444,"The central cell maintains a consistently irregular, multi-lobed morphology across all frames with no clear rounding, elongation, or separation into distinct daughter cells. The appearance is consistent with shape-change flickering or a cell in an irregular phase rather than an active cytokinesis event.",0.334,,,,,
143,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,182-192,192,normal_split,839,827,0.0,0.4000,claude,813.3878787878788,1551.3444444444444,"The central cell maintains a consistently irregular, multi-lobed morphology across all frames with no clear rounding, elongation, or separation into distinct daughter cells. The appearance is consistent with shape-change flickering or a cell in an irregular phase rather than an active cytokinesis event.",0.334,,,,,
144,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,183-193,193,normal_split,842,723,0.0,0.1000,claude,753.2916291629163,1288.7596759675966,"The cell in the center maintains a consistent two-lobed or dumbbell morphology across all frames with no progression toward separation into distinct daughter cells. The appearance remains static with no clear cytokinesis, elongation along a cleavage plane, or migration of daughter cells apart, suggesting this is a shape-change flickering artifact or a persistent morphological feature rather than an active division event.",0.336,,,,,
145,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,183-193,193,normal_split,843,723,0.0,0.1000,claude,753.2916291629163,1288.7596759675966,"The cell in the center maintains a consistent two-lobed or dumbbell morphology across all frames with no progression toward separation into distinct daughter cells. The appearance remains static with no clear cytokinesis, elongation along a cleavage plane, or migration of daughter cells apart, suggesting this is a shape-change flickering artifact or a persistent morphological feature rather than an active division event.",0.336,,,,,
146,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,187-197,197,normal_split,852,737,0.0,0.3000,claude,833.948782011243,1567.5971267957527,"The central cluster maintains a consistent multi-lobed morphology across all frames with no clear cytokinesis, cell rounding, or elongation along a cleavage plane. The structure appears to be either a z-plane focus artifact or shape-change flickering rather than a genuine cell division event.",0.343,,,,,
147,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,187-197,197,normal_split,853,737,0.0,0.3000,claude,833.948782011243,1567.5971267957527,"The central cluster maintains a consistent multi-lobed morphology across all frames with no clear cytokinesis, cell rounding, or elongation along a cleavage plane. The structure appears to be either a z-plane focus artifact or shape-change flickering rather than a genuine cell division event.",0.343,,,,,
148,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,191-201,201,normal_split,862,503,0.0,0.3000,claude,186.920020376974,1417.6286296484973,"No observable change in cell morphology or position across all frames. The cells maintain consistent shapes and positions throughout the sequence, with no evidence of rounding, elongation, cleavage plane formation, or separation of daughter cells expected in a real division event.",0.350,,,,,
149,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,191-201,201,normal_split,863,503,0.0,0.3000,claude,186.920020376974,1417.6286296484973,"No observable change in cell morphology or position across all frames. The cells maintain consistent shapes and positions throughout the sequence, with no evidence of rounding, elongation, cleavage plane formation, or separation of daughter cells expected in a real division event.",0.350,,,,,
150,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,191-201,201,normal_split,864,823,0.0,0.1000,claude,793.2054120541205,1572.9630996309963,"The central cell cluster maintains a consistent multi-lobed morphology across all six frames with no evidence of progressive rounding, elongation, or separation into distinct daughter cells. The appearance of multiple bumps or lobes is consistent with flickering segmentation or z-plane focus artifacts rather than genuine cytokinesis.",0.350,,,,,
151,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,191-201,201,normal_split,865,823,0.0,0.1000,claude,793.2054120541205,1572.9630996309963,"The central cell cluster maintains a consistent multi-lobed morphology across all six frames with no evidence of progressive rounding, elongation, or separation into distinct daughter cells. The appearance of multiple bumps or lobes is consistent with flickering segmentation or z-plane focus artifacts rather than genuine cytokinesis.",0.350,,,,,
152,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,193-203,203,normal_split,868,817,0.0,0.2000,claude,1511.899494949495,273.6338383838384,"No cell division event is observed across the five frames. The cell in the center (track 817) maintains a consistent, single morphology throughout—it appears slightly elongated and irregular in shape, but never rounds up, cleaves, or separates into two distinct daughter cells. The apparent morphological variations are minimal and consistent with shape-change flickering or focus drift rather than genuine cytokinesis.",0.353,,,,,
153,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,193-203,203,normal_split,869,817,0.0,0.2000,claude,1511.899494949495,273.6338383838384,"No cell division event is observed across the five frames. The cell in the center (track 817) maintains a consistent, single morphology throughout—it appears slightly elongated and irregular in shape, but never rounds up, cleaves, or separates into two distinct daughter cells. The apparent morphological variations are minimal and consistent with shape-change flickering or focus drift rather than genuine cytokinesis.",0.353,,,,,
154,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,200-210,210,normal_split,882,584,0.0,0.1000,claude,628.1685714285715,418.755,"The cell in the center shows increased brightness and slight morphological changes across frames, but no clear separation into two persistent daughter cells. The appearance suggests z-plane focus drift or local intensity fluctuation rather than cytokinesis, as the structure remains largely singular and connected without distinct daughter cell separation and divergence.",0.365,,,,,
155,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,200-210,210,normal_split,883,584,0.0,0.1000,claude,628.1685714285715,418.755,"The cell in the center shows increased brightness and slight morphological changes across frames, but no clear separation into two persistent daughter cells. The appearance suggests z-plane focus drift or local intensity fluctuation rather than cytokinesis, as the structure remains largely singular and connected without distinct daughter cell separation and divergence.",0.365,,,,,
156,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,208-218,218,normal_split,907,903,0.0,0.2000,claude,411.08112582781456,101.68211920529801,"The large irregularly-shaped cell in the upper-left region shows gradual morphological changes and fragmentation across all frames, but no clear cytokinetic division into two persistent daughter cells. The appearance of multiple small fragments and debris suggests cellular blebbing, apoptosis, or z-plane focus drift rather than a clean mitotic division. No two distinct, well-defined daughter cells emerge with sustained separation.",0.379,,,,,
157,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,208-218,218,normal_split,908,903,0.0,0.2000,claude,411.08112582781456,101.68211920529801,"The large irregularly-shaped cell in the upper-left region shows gradual morphological changes and fragmentation across all frames, but no clear cytokinetic division into two persistent daughter cells. The appearance of multiple small fragments and debris suggests cellular blebbing, apoptosis, or z-plane focus drift rather than a clean mitotic division. No two distinct, well-defined daughter cells emerge with sustained separation.",0.379,,,,,
158,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,209-219,219,normal_split,911,707,0.0,0.2000,claude,598.3696202531646,1834.575316455696,"No cell division event is observed across the sequence. All cells maintain stable, individual morphologies throughout the frames with no evidence of rounding, elongation, cytokinesis, or separation into daughter cells. The cell population appears static, suggesting this is a false positive detection.",0.381,,,,,
159,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,209-219,219,normal_split,912,707,0.0,0.2000,claude,598.3696202531646,1834.575316455696,"No cell division event is observed across the sequence. All cells maintain stable, individual morphologies throughout the frames with no evidence of rounding, elongation, cytokinesis, or separation into daughter cells. The cell population appears static, suggesting this is a false positive detection.",0.381,,,,,
160,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,210-220,220,normal_split,914,852,0.0,0.2000,claude,830.9888888888889,1577.314619883041,"The cell in the center displays a persistent multi-lobed or clustered morphology across all frames without clear separation into two distinct daughter cells. The structure remains stationary and maintains the same overall shape and intensity throughout, consistent with z-plane focus drift or shape-change flickering rather than a genuine cytokinesis event.",0.383,,,,,
161,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,210-220,220,normal_split,915,852,0.0,0.2000,claude,830.9888888888889,1577.314619883041,"The cell in the center displays a persistent multi-lobed or clustered morphology across all frames without clear separation into two distinct daughter cells. The structure remains stationary and maintains the same overall shape and intensity throughout, consistent with z-plane focus drift or shape-change flickering rather than a genuine cytokinesis event.",0.383,,,,,
